customer_id,plan_type,contract_type,price_per_month,status,churn_date
1639,Basic,Annual,20,Active,
1640,Basic,Annual,20,Active,
1641,Basic,Annual,20,Active,
1642,Premium,Annual,70,Active,
1643,Basic,Monthly,20,Active,
1644,Standard,Annual,40,Active,
1645,Standard,Annual,40,Active,
1646,Standard,Monthly,40,Active,
1647,Basic,Annual,20,Active,
1648,Premium,Monthly,70,Active,
1649,Standard,Monthly,40,Active,
1650,Basic,Annual,20,Active,
1651,Basic,Annual,20,Active,
1652,Premium,Annual,70,Active,
1653,Premium,Monthly,70,Active,
1654,Basic,Monthly,20,Active,
1655,Standard,Annual,40,Active,
1656,Basic,Monthly,20,Active,
1657,Standard,Monthly,40,Active,
1658,Basic,Annual,20,Active,
1659,Premium,Annual,70,Active,
1660,Basic,Monthly,20,Active,
1661,Standard,Monthly,40,Active,
1662,Basic,Annual,20,Active,
1663,Premium,Monthly,70,Active,
1664,Basic,Annual,20,Active,
1665,Premium,Monthly,70,Active,
1666,Basic,Monthly,20,Active,
1667,Basic,Monthly,20,Active,
1668,Premium,Annual,70,Active,
1669,Premium,Monthly,70,Active,
1670,Basic,Annual,20,Active,
1671,Basic,Monthly,20,Active,
1672,Standard,Monthly,40,Active,
1673,Basic,Annual,20,Active,
1674,Basic,Annual,20,Active,
1675,Basic,Monthly,20,Active,
1676,Basic,Monthly,20,Active,
1677,Premium,Monthly,70,Active,
1678,Premium,Monthly,70,Active,
1679,Premium,Annual,70,Active,
1680,Standard,Annual,40,Active,
1681,Premium,Monthly,70,Active,
1682,Basic,Annual,20,Active,
1683,Premium,Annual,70,Active,
1684,Premium,Monthly,70,Active,
1685,Standard,Annual,40,Active,
1686,Basic,Annual,20,Active,
1687,Basic,Annual,20,Active,
1688,Premium,Monthly,70,Active,
1689,Standard,Annual,40,Active,
1690,Premium,Annual,70,Active,
1691,Premium,Monthly,70,Active,
1692,Premium,Annual,70,Active,
1693,Standard,Annual,40,Active,
1694,Premium,Annual,70,Active,
1695,Standard,Annual,40,Active,
1696,Premium,Monthly,70,Active,
1697,Basic,Annual,20,Active,
1698,Standard,Monthly,40,Active,
1699,Standard,Monthly,40,Active,
1700,Standard,Annual,40,Active,
1701,Basic,Annual,20,Active,
1702,Basic,Monthly,20,Active,
1703,Premium,Annual,70,Active,
1704,Basic,Annual,20,Active,
1705,Premium,Annual,70,Active,
1706,Premium,Monthly,70,Active,
1707,Standard,Monthly,40,Active,
1708,Premium,Monthly,70,Active,
1709,Premium,Monthly,70,Active,
1710,Basic,Annual,20,Active,
1711,Premium,Annual,70,Active,
1712,Premium,Monthly,70,Active,
1713,Premium,Monthly,70,Active,
1714,Basic,Annual,20,Active,
1715,Basic,Monthly,20,Active,
1716,Basic,Monthly,20,Active,
1717,Premium,Annual,70,Active,
1718,Premium,Annual,70,Active,
1719,Standard,Annual,40,Active,
1720,Basic,Monthly,20,Active,
1721,Basic,Annual,20,Active,
1722,Basic,Annual,20,Active,
1723,Standard,Annual,40,Active,
1724,Premium,Annual,70,Active,
1725,Premium,Monthly,70,Active,
1726,Standard,Annual,40,Active,
1727,Basic,Annual,20,Active,
1728,Standard,Annual,40,Active,
1729,Standard,Monthly,40,Active,
1730,Standard,Annual,40,Active,
1731,Basic,Monthly,20,Active,
1732,Premium,Annual,70,Active,
1733,Premium,Monthly,70,Active,
1734,Premium,Monthly,70,Active,
1735,Basic,Annual,20,Active,
1736,Basic,Annual,20,Active,
1737,Basic,Annual,20,Active,
1738,Standard,Monthly,40,Active,
1739,Basic,Monthly,20,Active,
1740,Standard,Annual,40,Active,
1741,Premium,Annual,70,Active,
1742,Basic,Annual,20,Active,
1743,Standard,Monthly,40,Active,
1744,Premium,Annual,70,Active,
1745,Basic,Annual,20,Active,
1746,Premium,Annual,70,Active,
1747,Premium,Annual,70,Active,
1748,Basic,Monthly,20,Active,
1749,Premium,Annual,70,Active,
1750,Standard,Annual,40,Active,
1751,Standard,Annual,40,Active,
1752,Standard,Annual,40,Active,
1753,Basic,Monthly,20,Active,
1754,Standard,Monthly,40,Active,
1755,Premium,Annual,70,Active,
1756,Basic,Monthly,20,Active,
1757,Basic,Monthly,20,Active,
1758,Premium,Monthly,70,Active,
1759,Basic,Monthly,20,Active,
1760,Premium,Annual,70,Active,
1761,Basic,Annual,20,Active,
1762,Premium,Annual,70,Active,
1763,Basic,Monthly,20,Active,
1764,Standard,Annual,40,Active,
1765,Premium,Annual,70,Active,
1766,Basic,Monthly,20,Active,
1767,Basic,Monthly,20,Active,
1768,Standard,Annual,40,Active,
1769,Standard,Monthly,40,Active,
1770,Premium,Monthly,70,Active,
1771,Standard,Annual,40,Active,
1772,Basic,Monthly,20,Active,
1773,Premium,Monthly,70,Active,
1774,Basic,Monthly,20,Active,
1775,Standard,Annual,40,Active,
1776,Standard,Monthly,40,Active,
1777,Premium,Annual,70,Active,
1778,Basic,Monthly,20,Active,
1779,Standard,Annual,40,Active,
1780,Standard,Annual,40,Active,
1781,Premium,Monthly,70,Active,
1782,Premium,Annual,70,Active,
1783,Premium,Annual,70,Active,
1784,Premium,Annual,70,Active,
1785,Premium,Annual,70,Active,
1786,Basic,Annual,20,Active,
1787,Standard,Monthly,40,Active,
1788,Premium,Monthly,70,Active,
1789,Premium,Monthly,70,Active,
1790,Standard,Monthly,40,Active,
1791,Standard,Annual,40,Active,
1792,Premium,Annual,70,Active,
1793,Premium,Monthly,70,Active,
1794,Basic,Annual,20,Active,
1795,Standard,Annual,40,Active,
1796,Basic,Annual,20,Active,
1797,Standard,Annual,40,Active,
1798,Premium,Annual,70,Active,
1799,Standard,Annual,40,Active,
1800,Basic,Monthly,20,Active,
1801,Premium,Annual,70,Active,
1802,Premium,Monthly,70,Active,
1803,Premium,Annual,70,Active,
1804,Basic,Monthly,20,Active,
1805,Premium,Annual,70,Active,
1806,Standard,Annual,40,Active,
1807,Standard,Monthly,40,Active,
1808,Premium,Monthly,70,Active,
1809,Standard,Annual,40,Active,
1810,Premium,Annual,70,Active,
1811,Standard,Monthly,40,Active,
1812,Premium,Monthly,70,Active,
1813,Standard,Annual,40,Active,
1814,Basic,Annual,20,Active,
1815,Standard,Monthly,40,Active,
1816,Premium,Annual,70,Active,
1817,Premium,Annual,70,Active,
1818,Premium,Monthly,70,Active,
1819,Premium,Monthly,70,Active,
1820,Standard,Monthly,40,Active,
1821,Premium,Annual,70,Active,
1822,Basic,Monthly,20,Active,
1823,Basic,Monthly,20,Active,
1824,Premium,Annual,70,Active,
1825,Standard,Annual,40,Active,
1826,Premium,Monthly,70,Active,
1827,Standard,Monthly,40,Active,
1828,Standard,Monthly,40,Active,
1829,Standard,Annual,40,Active,
1830,Premium,Annual,70,Active,
1831,Premium,Annual,70,Active,
1832,Basic,Monthly,20,Active,
1833,Basic,Monthly,20,Active,
1834,Premium,Annual,70,Active,
1835,Standard,Monthly,40,Active,
1836,Basic,Annual,20,Active,
1837,Basic,Monthly,20,Active,
1838,Premium,Monthly,70,Active,
1839,Basic,Annual,20,Active,
1840,Standard,Annual,40,Active,
1841,Premium,Annual,70,Active,
1842,Standard,Annual,40,Active,
1843,Basic,Annual,20,Active,
1844,Premium,Monthly,70,Active,
1845,Basic,Annual,20,Active,
1846,Standard,Annual,40,Active,
1847,Standard,Annual,40,Active,
1848,Standard,Annual,40,Active,
1849,Premium,Monthly,70,Active,
1850,Premium,Monthly,70,Active,
1851,Standard,Monthly,40,Active,
1852,Basic,Monthly,20,Active,
1853,Basic,Annual,20,Active,
1854,Basic,Monthly,20,Active,
1855,Premium,Annual,70,Active,
1856,Premium,Annual,70,Active,
1857,Standard,Annual,40,Active,
1858,Premium,Monthly,70,Active,
1859,Premium,Monthly,70,Active,
1860,Basic,Annual,20,Active,
1861,Basic,Annual,20,Active,
1862,Premium,Monthly,70,Active,
1863,Basic,Monthly,20,Active,
1864,Standard,Monthly,40,Active,
1865,Premium,Annual,70,Active,
1866,Premium,Annual,70,Active,
1867,Basic,Monthly,20,Active,
1868,Basic,Annual,20,Active,
1869,Standard,Monthly,40,Active,
1870,Basic,Monthly,20,Active,
1871,Premium,Annual,70,Active,
1872,Standard,Monthly,40,Active,
1873,Premium,Monthly,70,Active,
1874,Basic,Monthly,20,Active,
1875,Basic,Monthly,20,Active,
1876,Standard,Annual,40,Active,
1877,Standard,Monthly,40,Active,
1878,Premium,Monthly,70,Active,
1879,Standard,Monthly,40,Active,
1880,Standard,Monthly,40,Active,
1881,Premium,Annual,70,Active,
1882,Premium,Monthly,70,Active,
1883,Basic,Annual,20,Active,
1884,Premium,Annual,70,Active,
1885,Basic,Annual,20,Active,
1886,Standard,Monthly,40,Active,
1887,Premium,Monthly,70,Active,
1888,Premium,Monthly,70,Active,
1889,Premium,Annual,70,Active,
1890,Premium,Annual,70,Active,
1891,Basic,Annual,20,Active,
1892,Premium,Annual,70,Active,
1893,Basic,Annual,20,Active,
1894,Basic,Monthly,20,Active,
1895,Premium,Annual,70,Active,
1896,Premium,Monthly,70,Active,
1897,Premium,Monthly,70,Active,
1898,Premium,Monthly,70,Active,
1899,Premium,Annual,70,Active,
1900,Basic,Annual,20,Active,
1901,Premium,Monthly,70,Active,
1902,Premium,Annual,70,Active,
1903,Basic,Monthly,20,Active,
1904,Premium,Monthly,70,Active,
1905,Basic,Monthly,20,Active,
1906,Basic,Monthly,20,Active,
1907,Standard,Annual,40,Active,
1908,Basic,Monthly,20,Active,
1909,Basic,Annual,20,Active,
1910,Basic,Monthly,20,Active,
1911,Basic,Annual,20,Active,
1912,Premium,Monthly,70,Active,
1913,Standard,Annual,40,Active,
1914,Standard,Annual,40,Active,
1915,Standard,Monthly,40,Active,
1916,Premium,Annual,70,Active,
1917,Standard,Monthly,40,Active,
1918,Standard,Annual,40,Active,
1919,Basic,Monthly,20,Active,
1920,Premium,Monthly,70,Active,
1921,Standard,Monthly,40,Active,
1922,Premium,Monthly,70,Active,
1923,Premium,Monthly,70,Active,
1924,Basic,Annual,20,Active,
1925,Premium,Annual,70,Active,
1926,Basic,Annual,20,Active,
1927,Standard,Annual,40,Active,
1928,Premium,Monthly,70,Active,
1929,Basic,Monthly,20,Active,
1930,Basic,Annual,20,Active,
1931,Basic,Monthly,20,Active,
1932,Premium,Monthly,70,Active,
1933,Basic,Monthly,20,Active,
1934,Premium,Monthly,70,Active,
1935,Premium,Monthly,70,Active,
1936,Basic,Monthly,20,Active,
1937,Basic,Annual,20,Active,
1938,Standard,Annual,40,Active,
1939,Premium,Monthly,70,Active,
1940,Basic,Annual,20,Active,
1941,Basic,Monthly,20,Active,
1942,Basic,Annual,20,Active,
1943,Premium,Annual,70,Active,
1944,Premium,Annual,70,Active,
1945,Premium,Monthly,70,Active,
1946,Basic,Annual,20,Active,
1947,Premium,Monthly,70,Active,
1948,Premium,Annual,70,Active,
1949,Premium,Monthly,70,Active,
1950,Standard,Annual,40,Active,
1951,Basic,Annual,20,Active,
1952,Basic,Monthly,20,Active,
1953,Basic,Monthly,20,Active,
1954,Basic,Monthly,20,Active,
1955,Standard,Monthly,40,Active,
1956,Premium,Monthly,70,Active,
1957,Standard,Annual,40,Active,
1958,Basic,Monthly,20,Active,
1959,Standard,Annual,40,Active,
1960,Premium,Annual,70,Active,
1961,Basic,Monthly,20,Active,
1962,Premium,Annual,70,Active,
1963,Basic,Annual,20,Active,
1964,Basic,Monthly,20,Active,
1965,Standard,Annual,40,Active,
1966,Premium,Annual,70,Active,
1967,Standard,Annual,40,Active,
1968,Premium,Annual,70,Active,
1969,Basic,Annual,20,Active,
1970,Basic,Annual,20,Active,
1971,Premium,Monthly,70,Active,
1972,Standard,Monthly,40,Active,
1973,Premium,Annual,70,Active,
1974,Standard,Annual,40,Active,
1975,Standard,Annual,40,Active,
1976,Premium,Monthly,70,Active,
1977,Premium,Annual,70,Active,
1978,Premium,Monthly,70,Active,
1979,Standard,Annual,40,Active,
1980,Basic,Annual,20,Active,
1981,Basic,Annual,20,Active,
1982,Basic,Monthly,20,Active,
1983,Standard,Annual,40,Active,
1984,Standard,Annual,40,Active,
1985,Standard,Monthly,40,Active,
1986,Standard,Monthly,40,Active,
1987,Premium,Annual,70,Active,
1988,Standard,Annual,40,Active,
1989,Standard,Monthly,40,Active,
1990,Premium,Annual,70,Active,
1991,Basic,Monthly,20,Active,
1992,Basic,Annual,20,Active,
1993,Standard,Annual,40,Active,
1994,Basic,Annual,20,Active,
1995,Basic,Annual,20,Active,
1996,Standard,Annual,40,Active,
1997,Premium,Annual,70,Active,
1998,Premium,Monthly,70,Active,
1999,Basic,Annual,20,Active,
2000,Basic,Annual,20,Active,
2001,Standard,Monthly,40,Active,
2002,Basic,Annual,20,Active,
2003,Standard,Monthly,40,Active,
2004,Premium,Annual,70,Active,
2005,Standard,Monthly,40,Active,
2006,Basic,Annual,20,Active,
2007,Premium,Monthly,70,Active,
2008,Standard,Annual,40,Active,
2009,Premium,Annual,70,Active,
2010,Standard,Monthly,40,Active,
2011,Basic,Annual,20,Active,
2012,Standard,Annual,40,Active,
2013,Basic,Annual,20,Active,
2014,Premium,Annual,70,Active,
2015,Premium,Annual,70,Active,
2016,Basic,Monthly,20,Active,
2017,Basic,Annual,20,Active,
2018,Standard,Monthly,40,Active,
2019,Basic,Monthly,20,Active,
2020,Premium,Monthly,70,Active,
2021,Standard,Monthly,40,Active,
2022,Standard,Monthly,40,Active,
2023,Basic,Annual,20,Active,
2024,Basic,Annual,20,Active,
2025,Premium,Annual,70,Active,
2026,Basic,Monthly,20,Active,
2027,Premium,Annual,70,Active,
2028,Premium,Annual,70,Active,
2029,Premium,Annual,70,Active,
2030,Basic,Annual,20,Active,
2031,Basic,Monthly,20,Active,
2032,Standard,Monthly,40,Active,
2033,Standard,Monthly,40,Active,
2034,Basic,Annual,20,Active,
2035,Premium,Monthly,70,Active,
2036,Standard,Monthly,40,Active,
2037,Basic,Monthly,20,Active,
2038,Premium,Monthly,70,Active,
2039,Premium,Annual,70,Active,
2040,Standard,Annual,40,Active,
2041,Basic,Annual,20,Active,
2042,Premium,Monthly,70,Active,
2043,Standard,Monthly,40,Active,
2044,Basic,Monthly,20,Active,
2045,Basic,Monthly,20,Active,
2046,Basic,Monthly,20,Active,
2047,Basic,Annual,20,Active,
2048,Standard,Monthly,40,Active,
2049,Premium,Monthly,70,Active,
2050,Standard,Monthly,40,Active,
2051,Standard,Monthly,40,Active,
2052,Premium,Annual,70,Active,
2053,Premium,Monthly,70,Active,
2054,Standard,Monthly,40,Active,
2055,Premium,Annual,70,Active,
2056,Standard,Monthly,40,Active,
2057,Premium,Annual,70,Active,
2058,Basic,Monthly,20,Active,
2059,Basic,Monthly,20,Active,
2060,Standard,Monthly,40,Active,
2061,Basic,Monthly,20,Active,
2062,Basic,Annual,20,Active,
2063,Premium,Monthly,70,Active,
2064,Premium,Monthly,70,Active,
2065,Premium,Monthly,70,Active,
2066,Basic,Annual,20,Active,
2067,Basic,Annual,20,Active,
2068,Basic,Annual,20,Active,
2069,Standard,Annual,40,Active,
2070,Premium,Annual,70,Active,
2071,Basic,Annual,20,Active,
2072,Standard,Annual,40,Active,
2073,Standard,Annual,40,Active,
2074,Standard,Monthly,40,Active,
2075,Standard,Monthly,40,Active,
2076,Premium,Annual,70,Active,
2077,Premium,Monthly,70,Active,
2078,Basic,Annual,20,Active,
2079,Premium,Monthly,70,Active,
2080,Standard,Annual,40,Active,
2081,Standard,Monthly,40,Active,
2082,Basic,Annual,20,Active,
2083,Basic,Annual,20,Active,
2084,Basic,Monthly,20,Active,
2085,Standard,Monthly,40,Active,
2086,Premium,Monthly,70,Active,
2087,Standard,Monthly,40,Active,
2088,Basic,Annual,20,Active,
2089,Standard,Annual,40,Active,
2090,Basic,Monthly,20,Active,
2091,Premium,Annual,70,Active,
2092,Basic,Monthly,20,Active,
2093,Standard,Annual,40,Active,
2094,Standard,Annual,40,Active,
2095,Standard,Annual,40,Active,
2096,Standard,Monthly,40,Active,
2097,Premium,Monthly,70,Active,
2098,Premium,Annual,70,Active,
2099,Standard,Annual,40,Active,
2100,Premium,Annual,70,Active,
2101,Basic,Monthly,20,Active,
2102,Basic,Annual,20,Active,
2103,Standard,Monthly,40,Active,
2104,Basic,Monthly,20,Active,
2105,Premium,Annual,70,Active,
2106,Premium,Annual,70,Active,
2107,Premium,Monthly,70,Active,
2108,Basic,Annual,20,Active,
2109,Premium,Monthly,70,Active,
2110,Standard,Monthly,40,Active,
2111,Basic,Monthly,20,Active,
2112,Standard,Annual,40,Active,
2113,Premium,Monthly,70,Active,
2114,Standard,Annual,40,Active,
2115,Basic,Monthly,20,Active,
2116,Premium,Monthly,70,Active,
2117,Basic,Annual,20,Active,
2118,Basic,Annual,20,Active,
2119,Standard,Annual,40,Active,
2120,Basic,Annual,20,Active,
2121,Standard,Annual,40,Active,
2122,Premium,Annual,70,Active,
2123,Standard,Annual,40,Active,
2124,Basic,Monthly,20,Active,
2125,Basic,Annual,20,Active,
2126,Basic,Monthly,20,Active,
2127,Premium,Annual,70,Active,
2128,Basic,Monthly,20,Active,
2129,Basic,Annual,20,Active,
2130,Premium,Annual,70,Active,
2131,Basic,Annual,20,Active,
2132,Premium,Annual,70,Active,
2133,Basic,Monthly,20,Active,
2134,Basic,Monthly,20,Active,
2135,Premium,Monthly,70,Active,
2136,Premium,Annual,70,Active,
2137,Basic,Annual,20,Active,
2138,Standard,Annual,40,Active,
2139,Standard,Annual,40,Active,
2140,Premium,Annual,70,Active,
2141,Premium,Monthly,70,Active,
2142,Premium,Monthly,70,Active,
2143,Standard,Annual,40,Active,
2144,Basic,Monthly,20,Active,
2145,Basic,Annual,20,Active,
2146,Premium,Monthly,70,Active,
2147,Standard,Annual,40,Active,
2148,Basic,Annual,20,Active,
2149,Standard,Monthly,40,Active,
2150,Premium,Monthly,70,Active,
2151,Standard,Annual,40,Active,
2152,Premium,Monthly,70,Active,
2153,Basic,Monthly,20,Active,
2154,Basic,Monthly,20,Active,
2155,Basic,Monthly,20,Active,
2156,Basic,Annual,20,Active,
2157,Standard,Monthly,40,Active,
2158,Standard,Monthly,40,Active,
2159,Standard,Annual,40,Active,
2160,Basic,Monthly,20,Active,
2161,Standard,Monthly,40,Active,
2162,Standard,Annual,40,Active,
2163,Standard,Annual,40,Active,
2164,Standard,Annual,40,Active,
2165,Standard,Monthly,40,Active,
2166,Standard,Monthly,40,Active,
2167,Basic,Annual,20,Active,
2168,Standard,Annual,40,Active,
2169,Standard,Annual,40,Active,
2170,Basic,Monthly,20,Active,
2171,Premium,Annual,70,Active,
2172,Standard,Monthly,40,Active,
2173,Basic,Monthly,20,Active,
2174,Basic,Monthly,20,Active,
2175,Premium,Monthly,70,Active,
2176,Basic,Monthly,20,Active,
2177,Premium,Annual,70,Active,
2178,Premium,Monthly,70,Active,
2179,Standard,Annual,40,Active,
2180,Standard,Monthly,40,Active,
2181,Standard,Annual,40,Active,
2182,Premium,Monthly,70,Active,
2183,Premium,Monthly,70,Active,
2184,Basic,Monthly,20,Active,
2185,Standard,Annual,40,Active,
2186,Premium,Annual,70,Active,
2187,Premium,Monthly,70,Active,
2188,Premium,Monthly,70,Active,
2189,Standard,Annual,40,Active,
2190,Premium,Annual,70,Active,
2191,Basic,Annual,20,Active,
2192,Premium,Annual,70,Active,
2193,Basic,Monthly,20,Active,
2194,Basic,Monthly,20,Active,
2195,Standard,Annual,40,Active,
2196,Basic,Annual,20,Active,
2197,Premium,Annual,70,Active,
2198,Premium,Monthly,70,Active,
2199,Basic,Annual,20,Active,
2200,Standard,Annual,40,Active,
2201,Basic,Monthly,20,Active,
2202,Standard,Monthly,40,Active,
2203,Basic,Monthly,20,Active,
2204,Standard,Monthly,40,Active,
2205,Standard,Monthly,40,Active,
2206,Standard,Monthly,40,Active,
2207,Standard,Monthly,40,Active,
2208,Standard,Annual,40,Active,
2209,Premium,Monthly,70,Active,
2210,Basic,Annual,20,Active,
2211,Premium,Annual,70,Active,
2212,Premium,Annual,70,Active,
2213,Standard,Annual,40,Active,
2214,Premium,Annual,70,Active,
2215,Basic,Monthly,20,Active,
2216,Premium,Monthly,70,Active,
2217,Standard,Monthly,40,Active,
2218,Basic,Monthly,20,Active,
2219,Standard,Monthly,40,Active,
2220,Premium,Annual,70,Active,
2221,Standard,Annual,40,Active,
2222,Basic,Annual,20,Active,
2223,Standard,Annual,40,Active,
2224,Standard,Annual,40,Active,
2225,Standard,Annual,40,Active,
2226,Standard,Monthly,40,Active,
2227,Standard,Annual,40,Active,
2228,Basic,Monthly,20,Active,
2229,Standard,Monthly,40,Active,
2230,Standard,Annual,40,Active,
2231,Premium,Monthly,70,Active,
2232,Premium,Annual,70,Active,
2233,Basic,Monthly,20,Active,
2234,Premium,Annual,70,Active,
2235,Basic,Annual,20,Active,
2236,Standard,Monthly,40,Active,
2237,Basic,Monthly,20,Active,
2238,Premium,Monthly,70,Active,
2239,Premium,Annual,70,Active,
2240,Standard,Monthly,40,Active,
2241,Standard,Monthly,40,Active,
2242,Basic,Monthly,20,Active,
2243,Basic,Monthly,20,Active,
2244,Basic,Monthly,20,Active,
2245,Standard,Annual,40,Active,
2246,Premium,Monthly,70,Active,
2247,Standard,Annual,40,Active,
2248,Basic,Monthly,20,Active,
2249,Standard,Annual,40,Active,
2250,Standard,Monthly,40,Active,
2251,Basic,Annual,20,Active,
2252,Premium,Monthly,70,Active,
2253,Basic,Monthly,20,Active,
2254,Premium,Annual,70,Active,
2255,Basic,Annual,20,Active,
2256,Standard,Annual,40,Active,
2257,Premium,Monthly,70,Active,
2258,Standard,Monthly,40,Active,
2259,Standard,Annual,40,Active,
2260,Basic,Monthly,20,Active,
2261,Standard,Annual,40,Active,
2262,Premium,Annual,70,Active,
2263,Standard,Monthly,40,Active,
2264,Standard,Annual,40,Active,
2265,Basic,Monthly,20,Active,
2266,Premium,Annual,70,Active,
2267,Basic,Monthly,20,Active,
2268,Basic,Monthly,20,Active,
2269,Standard,Monthly,40,Active,
2270,Standard,Annual,40,Active,
2271,Basic,Monthly,20,Active,
2272,Basic,Annual,20,Active,
2273,Premium,Annual,70,Active,
2274,Premium,Annual,70,Active,
2275,Basic,Annual,20,Active,
2276,Standard,Annual,40,Active,
2277,Basic,Annual,20,Active,
2278,Standard,Annual,40,Active,
2279,Premium,Monthly,70,Active,
2280,Basic,Annual,20,Active,
2281,Standard,Monthly,40,Active,
2282,Basic,Monthly,20,Active,
2283,Premium,Annual,70,Active,
2284,Standard,Monthly,40,Active,
2285,Standard,Annual,40,Active,
2286,Basic,Monthly,20,Active,
2287,Premium,Annual,70,Active,
2288,Basic,Annual,20,Active,
2289,Premium,Annual,70,Active,
2290,Standard,Annual,40,Active,
2291,Basic,Monthly,20,Active,
2292,Premium,Annual,70,Active,
2293,Premium,Annual,70,Active,
2294,Basic,Annual,20,Active,
2295,Premium,Annual,70,Active,
2296,Standard,Annual,40,Active,
2297,Basic,Monthly,20,Active,
2298,Standard,Annual,40,Active,
2299,Standard,Annual,40,Active,
2300,Basic,Monthly,20,Active,
2301,Standard,Monthly,40,Active,
2302,Basic,Annual,20,Active,
2303,Standard,Annual,40,Active,
2304,Premium,Annual,70,Active,
2305,Standard,Annual,40,Active,
2306,Standard,Annual,40,Active,
2307,Premium,Annual,70,Active,
2308,Premium,Annual,70,Active,
2309,Standard,Annual,40,Active,
2310,Premium,Annual,70,Active,
2311,Standard,Monthly,40,Active,
2312,Standard,Annual,40,Active,
2313,Premium,Monthly,70,Active,
2314,Standard,Annual,40,Active,
2315,Standard,Annual,40,Active,
2316,Premium,Monthly,70,Active,
2317,Premium,Monthly,70,Active,
2318,Standard,Monthly,40,Active,
2319,Standard,Monthly,40,Active,
2320,Standard,Annual,40,Active,
2321,Basic,Monthly,20,Active,
2322,Premium,Annual,70,Active,
2323,Premium,Annual,70,Active,
2324,Standard,Monthly,40,Active,
2325,Premium,Annual,70,Active,
2326,Standard,Monthly,40,Active,
2327,Basic,Annual,20,Active,
2328,Standard,Annual,40,Active,
2329,Premium,Monthly,70,Active,
2330,Standard,Monthly,40,Active,
2331,Standard,Monthly,40,Active,
2332,Premium,Monthly,70,Active,
2333,Basic,Annual,20,Active,
2334,Standard,Monthly,40,Active,
2335,Basic,Monthly,20,Active,
2336,Basic,Annual,20,Active,
2337,Premium,Annual,70,Active,
2338,Standard,Monthly,40,Active,
2339,Premium,Annual,70,Active,
2340,Basic,Annual,20,Active,
2341,Basic,Annual,20,Active,
2342,Basic,Monthly,20,Active,
2343,Standard,Monthly,40,Active,
2344,Standard,Monthly,40,Active,
2345,Premium,Annual,70,Active,
2346,Basic,Monthly,20,Active,
2347,Premium,Annual,70,Active,
2348,Basic,Annual,20,Active,
2349,Basic,Monthly,20,Active,
2350,Premium,Monthly,70,Active,
2351,Standard,Annual,40,Active,
2352,Premium,Monthly,70,Active,
2353,Premium,Annual,70,Active,
2354,Premium,Annual,70,Active,
2355,Basic,Monthly,20,Active,
2356,Standard,Annual,40,Active,
2357,Standard,Annual,40,Active,
2358,Premium,Annual,70,Active,
2359,Standard,Annual,40,Active,
2360,Standard,Monthly,40,Active,
2361,Basic,Monthly,20,Active,
2362,Basic,Annual,20,Active,
2363,Basic,Annual,20,Active,
2364,Standard,Monthly,40,Active,
2365,Standard,Monthly,40,Active,
2366,Basic,Annual,20,Active,
2367,Basic,Monthly,20,Active,
2368,Basic,Monthly,20,Active,
2369,Basic,Annual,20,Active,
2370,Standard,Monthly,40,Active,
2371,Standard,Monthly,40,Active,
2372,Premium,Annual,70,Active,
2373,Basic,Annual,20,Active,
2374,Standard,Annual,40,Active,
2375,Premium,Annual,70,Active,
2376,Standard,Annual,40,Active,
2377,Basic,Monthly,20,Active,
2378,Basic,Monthly,20,Active,
2379,Standard,Monthly,40,Active,
2380,Standard,Annual,40,Active,
2381,Basic,Annual,20,Active,
2382,Standard,Annual,40,Active,
2383,Standard,Annual,40,Active,
2384,Premium,Monthly,70,Active,
2385,Standard,Monthly,40,Active,
2386,Standard,Monthly,40,Active,
2387,Standard,Monthly,40,Active,
2388,Basic,Annual,20,Active,
2389,Basic,Annual,20,Active,
2390,Premium,Annual,70,Active,
2391,Standard,Annual,40,Active,
2392,Standard,Monthly,40,Active,
2393,Standard,Monthly,40,Active,
2394,Premium,Monthly,70,Active,
2395,Basic,Monthly,20,Active,
2396,Basic,Annual,20,Active,
2397,Basic,Monthly,20,Active,
2398,Premium,Monthly,70,Active,
2399,Basic,Monthly,20,Active,
2400,Standard,Annual,40,Active,
2401,Standard,Annual,40,Active,
2402,Premium,Annual,70,Active,
2403,Premium,Monthly,70,Active,
2404,Premium,Monthly,70,Active,
2405,Basic,Annual,20,Active,
2406,Standard,Annual,40,Active,
2407,Basic,Annual,20,Active,
2408,Premium,Monthly,70,Active,
2409,Standard,Monthly,40,Active,
2410,Basic,Annual,20,Active,
2411,Premium,Annual,70,Active,
2412,Basic,Monthly,20,Active,
2413,Standard,Annual,40,Active,
2414,Basic,Annual,20,Active,
2415,Basic,Annual,20,Active,
2416,Premium,Monthly,70,Active,
2417,Premium,Annual,70,Active,
2418,Standard,Annual,40,Active,
2419,Premium,Monthly,70,Active,
2420,Basic,Monthly,20,Active,
2421,Standard,Annual,40,Active,
2422,Standard,Monthly,40,Active,
2423,Standard,Annual,40,Active,
2424,Premium,Annual,70,Active,
2425,Premium,Monthly,70,Active,
2426,Standard,Annual,40,Active,
2427,Premium,Monthly,70,Active,
2428,Standard,Monthly,40,Active,
2429,Premium,Monthly,70,Active,
2430,Premium,Monthly,70,Active,
2431,Basic,Monthly,20,Active,
2432,Standard,Monthly,40,Active,
2433,Premium,Annual,70,Active,
2434,Standard,Monthly,40,Active,
2435,Premium,Monthly,70,Active,
2436,Standard,Annual,40,Active,
2437,Premium,Annual,70,Active,
