customer_id,signup_date,age,province,segment,acquisition_channel
3003,2022-10-21,23,BC,Small Business,Organic
3004,2022-01-27,42,MB,Individual,Paid Ads
3005,2020-01-25,30,ON,Enterprise,Referral
3006,2020-01-11,70,NB,Small Business,Organic
3007,2022-04-06,51,ON,Individual,Paid Ads
3008,2022-05-06,25,ON,Enterprise,Organic
3009,2021-09-30,38,BC,Individual,Organic
3010,2020-01-19,51,NS,Enterprise,Paid Ads
3011,2020-01-26,21,NB,Small Business,Paid Ads
3012,2022-04-02,42,NS,Small Business,Paid Ads
3013,2021-03-02,32,SK,Small Business,Referral
3014,2022-04-12,21,SK,Enterprise,Sales Team
3015,2021-03-21,62,NS,Enterprise,Organic
3016,2020-01-27,29,SK,Small Business,Organic
3017,2022-02-19,49,ON,Small Business,Sales Team
3018,2022-12-20,49,AB,Individual,Organic
3019,2022-11-13,45,MB,Enterprise,Referral
3020,2021-10-30,30,SK,Small Business,Sales Team
3021,2020-10-05,48,NS,Enterprise,Referral
3022,2020-06-15,31,ON,Enterprise,Paid Ads
3023,2020-05-29,37,ON,Enterprise,Paid Ads
3024,2022-03-25,35,ON,Enterprise,Paid Ads
3025,2020-08-19,46,NB,Individual,Sales Team
3026,2021-01-09,23,NS,Enterprise,Organic
3027,2020-10-25,49,SK,Small Business,Sales Team
3028,2022-08-20,46,BC,Enterprise,Sales Team
3029,2022-03-28,60,MB,Enterprise,Referral
3030,2021-01-27,19,AB,Enterprise,Organic
3031,2021-07-04,40,AB,Small Business,Organic
3032,2021-02-19,36,MB,Enterprise,Sales Team
3033,2021-09-08,48,AB,Small Business,Organic
3034,2020-05-02,68,NB,Enterprise,Referral
3035,2021-08-02,22,QC,Individual,Referral
3036,2021-09-22,36,BC,Individual,Sales Team
3037,2021-12-14,51,ON,Individual,Paid Ads
3038,2022-05-27,27,NS,Small Business,Referral
3039,2021-01-12,42,MB,Enterprise,Sales Team
3040,2022-12-19,19,BC,Enterprise,Referral
3041,2020-12-16,28,NB,Individual,Paid Ads
3042,2021-04-10,67,QC,Enterprise,Organic
3043,2022-11-28,48,SK,Small Business,Sales Team
3044,2020-05-05,73,NS,Individual,Referral
3045,2022-10-12,32,MB,Individual,Paid Ads
3046,2022-10-06,26,BC,Individual,Organic
3047,2020-02-19,40,SK,Enterprise,Referral
3048,2020-05-25,36,BC,Enterprise,Paid Ads
3049,2021-09-21,26,AB,Small Business,Sales Team
3050,2021-08-12,52,ON,Small Business,Organic
3051,2021-08-08,38,QC,Small Business,Sales Team
3052,2022-05-08,26,SK,Small Business,Referral
3053,2022-01-09,45,QC,Individual,Sales Team
3054,2020-03-28,63,ON,Enterprise,Sales Team
3055,2022-09-16,68,SK,Individual,Paid Ads
3056,2020-01-15,24,QC,Small Business,Sales Team
3057,2022-12-27,33,AB,Enterprise,Paid Ads
3058,2020-09-23,33,AB,Enterprise,Organic
3059,2020-05-08,50,SK,Small Business,Organic
3060,2022-02-15,21,MB,Enterprise,Sales Team
3061,2021-11-05,21,QC,Small Business,Paid Ads
3062,2022-09-28,56,NS,Individual,Paid Ads
3063,2021-05-29,57,AB,Enterprise,Referral
3064,2022-05-29,34,QC,Enterprise,Organic
3065,2020-05-28,54,AB,Small Business,Sales Team
3066,2022-03-31,56,MB,Enterprise,Referral
3067,2020-03-07,69,ON,Enterprise,Sales Team
3068,2020-12-22,46,SK,Small Business,Sales Team
3069,2020-11-24,69,SK,Small Business,Sales Team
3070,2022-12-11,53,BC,Enterprise,Paid Ads
3071,2022-05-30,55,MB,Enterprise,Referral
3072,2022-01-08,56,NS,Individual,Referral
3073,2021-02-25,67,SK,Enterprise,Organic
3074,2020-03-13,54,MB,Small Business,Referral
3075,2020-04-25,69,AB,Small Business,Sales Team
3076,2022-11-29,52,MB,Individual,Referral
3077,2021-03-11,24,QC,Enterprise,Referral
3078,2022-04-23,44,ON,Small Business,Organic
3079,2022-05-25,45,AB,Small Business,Sales Team
3080,2022-10-19,39,AB,Individual,Organic
3081,2020-02-21,31,SK,Small Business,Referral
3082,2020-10-05,24,ON,Individual,Paid Ads
3083,2021-05-03,54,NS,Individual,Sales Team
3084,2020-01-25,39,QC,Individual,Organic
3085,2020-11-17,22,QC,Small Business,Sales Team
3086,2022-06-30,72,MB,Enterprise,Referral
3087,2020-08-11,19,NS,Enterprise,Organic
3088,2021-09-10,44,NB,Enterprise,Sales Team
3089,2020-04-29,38,MB,Enterprise,Sales Team
3090,2021-04-09,71,SK,Individual,Organic
3091,2020-09-09,55,BC,Individual,Organic
3092,2022-05-26,32,NB,Enterprise,Referral
3093,2021-01-08,38,ON,Enterprise,Sales Team
3094,2022-05-30,27,MB,Enterprise,Organic
3095,2021-08-27,40,AB,Small Business,Sales Team
3096,2022-11-17,73,NS,Small Business,Referral
3097,2022-04-19,56,BC,Small Business,Organic
3098,2021-05-30,22,AB,Small Business,Organic
3099,2021-08-19,18,NS,Enterprise,Sales Team
3100,2020-08-05,30,BC,Enterprise,Organic
3101,2022-12-06,38,QC,Enterprise,Organic
3102,2020-05-01,43,AB,Enterprise,Referral
3103,2022-02-16,67,ON,Enterprise,Sales Team
3104,2021-06-21,62,SK,Individual,Organic
3105,2020-03-24,38,AB,Enterprise,Referral
3106,2020-05-31,70,AB,Individual,Paid Ads
3107,2021-11-09,35,ON,Individual,Organic
3108,2020-12-26,54,MB,Small Business,Referral
3109,2020-04-28,62,NS,Enterprise,Organic
3110,2021-06-13,49,QC,Small Business,Organic
3111,2022-07-29,53,MB,Enterprise,Sales Team
3112,2022-08-11,34,AB,Enterprise,Sales Team
3113,2022-07-14,52,SK,Enterprise,Paid Ads
3114,2021-09-08,66,QC,Enterprise,Organic
3115,2021-05-22,28,ON,Individual,Organic
3116,2020-02-16,38,QC,Individual,Paid Ads
3117,2022-09-12,69,QC,Individual,Referral
3118,2021-02-28,72,SK,Small Business,Referral
3119,2021-11-30,70,NS,Individual,Paid Ads
3120,2022-02-01,43,MB,Small Business,Referral
3121,2020-12-20,21,NS,Small Business,Organic
3122,2021-07-06,51,MB,Enterprise,Sales Team
3123,2022-05-09,69,AB,Enterprise,Referral
3124,2021-08-06,65,BC,Enterprise,Paid Ads
3125,2021-11-01,35,QC,Enterprise,Paid Ads
3126,2020-10-15,57,AB,Small Business,Referral
3127,2022-11-21,52,SK,Small Business,Sales Team
3128,2022-06-29,58,ON,Enterprise,Referral
3129,2022-10-23,46,BC,Small Business,Organic
3130,2021-08-13,69,BC,Enterprise,Sales Team
3131,2020-05-13,46,BC,Small Business,Organic
3132,2022-08-18,55,SK,Small Business,Paid Ads
3133,2021-04-03,59,AB,Individual,Paid Ads
3134,2021-01-17,38,ON,Individual,Sales Team
3135,2020-04-24,59,QC,Small Business,Organic
3136,2020-05-07,30,BC,Individual,Paid Ads
3137,2021-02-20,66,NB,Individual,Paid Ads
3138,2020-08-27,58,MB,Enterprise,Paid Ads
3139,2021-08-13,34,BC,Individual,Referral
3140,2022-09-11,73,SK,Small Business,Referral
3141,2020-08-27,26,SK,Enterprise,Sales Team
3142,2021-08-28,58,NB,Enterprise,Referral
3143,2021-05-06,18,MB,Individual,Referral
3144,2021-07-14,19,AB,Individual,Sales Team
3145,2020-06-14,65,MB,Individual,Paid Ads
3146,2020-05-22,46,QC,Enterprise,Sales Team
3147,2020-01-09,50,NB,Individual,Sales Team
3148,2021-04-23,27,SK,Small Business,Paid Ads
3149,2021-11-21,67,MB,Small Business,Referral
3150,2021-07-13,57,MB,Enterprise,Organic
3151,2021-02-23,38,MB,Small Business,Paid Ads
3152,2020-06-07,45,BC,Enterprise,Organic
3153,2020-07-24,28,BC,Enterprise,Referral
3154,2020-05-15,72,BC,Individual,Organic
3155,2020-10-18,51,BC,Enterprise,Paid Ads
3156,2021-10-31,25,NB,Individual,Sales Team
3157,2021-11-28,39,AB,Small Business,Sales Team
3158,2022-05-15,25,BC,Small Business,Organic
3159,2022-05-11,66,QC,Enterprise,Organic
3160,2022-03-07,32,NS,Enterprise,Paid Ads
3161,2021-09-25,34,QC,Enterprise,Organic
3162,2020-06-09,40,NB,Individual,Referral
3163,2020-02-10,41,AB,Individual,Paid Ads
3164,2020-05-19,62,AB,Enterprise,Paid Ads
3165,2021-07-03,36,ON,Small Business,Sales Team
3166,2022-05-10,22,NS,Individual,Paid Ads
3167,2020-05-24,49,BC,Small Business,Referral
3168,2022-07-16,61,BC,Small Business,Paid Ads
3169,2022-07-18,18,NB,Small Business,Paid Ads
3170,2021-05-18,40,QC,Individual,Sales Team
3171,2021-08-21,54,QC,Small Business,Organic
3172,2020-01-20,25,NB,Enterprise,Sales Team
3173,2021-03-29,30,ON,Small Business,Organic
3174,2021-10-04,25,NB,Small Business,Paid Ads
3175,2021-08-25,74,SK,Individual,Organic
3176,2020-05-11,40,SK,Enterprise,Referral
3177,2022-05-19,60,NS,Small Business,Organic
3178,2021-01-12,18,BC,Small Business,Sales Team
3179,2022-06-07,62,QC,Individual,Referral
3180,2022-03-20,68,NS,Individual,Sales Team
3181,2020-09-20,41,ON,Individual,Paid Ads
3182,2022-11-30,52,QC,Small Business,Sales Team
3183,2021-08-14,41,SK,Small Business,Paid Ads
3184,2020-09-20,34,NS,Individual,Paid Ads
3185,2020-08-03,22,BC,Small Business,Sales Team
3186,2021-02-21,37,AB,Individual,Paid Ads
3187,2021-04-12,38,NS,Individual,Paid Ads
3188,2021-02-20,57,QC,Individual,Referral
3189,2022-02-05,48,MB,Individual,Referral
3190,2020-08-14,63,NS,Small Business,Paid Ads
3191,2020-04-08,53,ON,Individual,Referral
3192,2020-09-16,28,NB,Enterprise,Paid Ads
3193,2021-11-06,69,BC,Small Business,Sales Team
3194,2021-03-04,32,NB,Enterprise,Referral
3195,2021-10-16,36,SK,Small Business,Sales Team
3196,2021-04-10,24,AB,Individual,Organic
3197,2022-01-22,68,ON,Individual,Referral
3198,2020-04-29,45,SK,Enterprise,Organic
3199,2021-07-14,68,QC,Individual,Paid Ads
3200,2021-01-26,60,NS,Enterprise,Organic
3201,2021-01-18,22,NS,Small Business,Paid Ads
3202,2022-08-28,22,MB,Small Business,Organic
3203,2022-02-09,47,NS,Individual,Referral
3204,2022-07-11,71,AB,Individual,Paid Ads
3205,2022-08-15,49,BC,Small Business,Referral
3206,2020-10-30,25,NS,Individual,Sales Team
3207,2021-12-12,27,BC,Enterprise,Referral
3208,2020-06-15,55,QC,Enterprise,Referral
3209,2020-07-29,64,QC,Individual,Referral
3210,2021-04-18,49,NS,Individual,Paid Ads
3211,2020-01-11,65,QC,Individual,Sales Team
3212,2021-09-06,45,ON,Enterprise,Referral
3213,2021-05-31,34,BC,Individual,Sales Team
3214,2022-08-21,48,NS,Enterprise,Paid Ads
3215,2021-08-13,25,QC,Individual,Paid Ads
3216,2021-05-26,57,NS,Small Business,Organic
3217,2021-11-14,42,NS,Enterprise,Organic
3218,2021-06-03,26,MB,Individual,Paid Ads
3219,2021-10-30,19,SK,Small Business,Paid Ads
3220,2022-10-08,32,NS,Individual,Paid Ads
3221,2022-07-12,67,ON,Individual,Organic
3222,2020-07-30,20,ON,Individual,Paid Ads
3223,2021-04-11,66,QC,Small Business,Sales Team
3224,2021-05-13,53,MB,Enterprise,Organic
3225,2022-07-26,21,NS,Individual,Paid Ads
3226,2022-12-16,31,NB,Small Business,Paid Ads
3227,2020-11-08,58,MB,Individual,Organic
3228,2022-01-14,58,ON,Enterprise,Referral
3229,2021-05-03,42,SK,Small Business,Paid Ads
3230,2020-10-02,72,SK,Individual,Paid Ads
3231,2021-09-10,67,QC,Enterprise,Sales Team
3232,2021-05-10,27,BC,Individual,Referral
3233,2021-03-28,38,BC,Individual,Referral
3234,2022-12-15,53,QC,Enterprise,Sales Team
3235,2022-09-10,29,BC,Individual,Paid Ads
3236,2022-02-01,44,MB,Enterprise,Sales Team
3237,2022-06-13,57,QC,Enterprise,Referral
3238,2021-01-11,19,ON,Individual,Referral
3239,2021-05-21,71,NS,Enterprise,Paid Ads
3240,2021-08-07,30,SK,Small Business,Sales Team
3241,2021-03-11,70,BC,Small Business,Organic
3242,2021-09-02,49,NB,Small Business,Organic
3243,2021-07-21,48,AB,Enterprise,Paid Ads
3244,2020-06-25,33,AB,Small Business,Organic
3245,2022-05-25,49,ON,Enterprise,Referral
3246,2020-11-06,49,NS,Small Business,Organic
3247,2022-07-08,51,AB,Small Business,Sales Team
3248,2022-04-27,28,NS,Small Business,Paid Ads
3249,2020-10-06,27,QC,Individual,Organic
3250,2022-11-25,32,AB,Enterprise,Referral
3251,2022-05-04,34,ON,Enterprise,Sales Team
3252,2020-02-11,57,MB,Small Business,Referral
3253,2021-12-18,35,MB,Enterprise,Paid Ads
3254,2020-11-21,72,BC,Individual,Referral
3255,2021-11-12,26,ON,Enterprise,Referral
3256,2021-03-28,42,MB,Individual,Referral
3257,2022-12-12,57,MB,Individual,Paid Ads
3258,2020-04-17,31,ON,Enterprise,Referral
3259,2021-09-27,42,QC,Enterprise,Organic
3260,2022-11-11,67,ON,Enterprise,Paid Ads
3261,2022-02-14,39,SK,Small Business,Organic
3262,2020-08-04,69,MB,Enterprise,Referral
3263,2022-09-10,47,NS,Enterprise,Paid Ads
3264,2021-04-15,37,SK,Individual,Organic
3265,2021-01-10,38,SK,Individual,Paid Ads
3266,2021-01-27,61,AB,Small Business,Organic
3267,2022-10-20,49,BC,Enterprise,Sales Team
3268,2020-08-27,68,MB,Enterprise,Referral
3269,2021-10-19,63,NB,Individual,Paid Ads
3270,2021-08-08,66,MB,Individual,Sales Team
3271,2020-04-24,73,AB,Small Business,Referral
3272,2021-11-28,38,NS,Small Business,Referral
3273,2022-07-17,52,NB,Individual,Sales Team
3274,2022-01-14,49,AB,Small Business,Referral
3275,2022-06-23,47,AB,Individual,Sales Team
3276,2021-09-14,72,AB,Enterprise,Paid Ads
3277,2022-04-10,56,ON,Small Business,Referral
3278,2022-02-25,66,AB,Small Business,Referral
3279,2022-12-10,29,BC,Individual,Organic
3280,2021-10-11,58,NS,Individual,Sales Team
3281,2022-04-24,64,NS,Individual,Referral
3282,2020-02-27,35,ON,Enterprise,Organic
3283,2021-07-12,38,NS,Small Business,Organic
3284,2022-12-25,30,BC,Individual,Organic
3285,2022-04-14,38,AB,Individual,Organic
3286,2022-07-11,25,MB,Individual,Organic
3287,2022-09-18,63,ON,Individual,Paid Ads
3288,2020-05-12,57,BC,Individual,Referral
3289,2020-06-18,63,NB,Enterprise,Sales Team
3290,2021-01-20,24,AB,Small Business,Paid Ads
3291,2022-10-18,40,NB,Individual,Referral
3292,2022-10-29,61,ON,Enterprise,Paid Ads
3293,2021-07-05,49,BC,Individual,Organic
3294,2020-09-15,28,BC,Enterprise,Paid Ads
3295,2022-10-02,39,BC,Enterprise,Sales Team
3296,2022-08-09,39,AB,Individual,Referral
3297,2020-03-09,60,ON,Individual,Sales Team
3298,2022-05-24,42,NS,Individual,Paid Ads
3299,2022-09-29,39,MB,Individual,Sales Team
3300,2022-11-18,45,BC,Small Business,Referral
3301,2022-10-01,46,BC,Individual,Organic
3302,2021-09-12,30,MB,Small Business,Organic
3303,2021-05-30,35,SK,Individual,Paid Ads
3304,2021-10-30,19,BC,Individual,Referral
3305,2020-06-13,46,AB,Small Business,Paid Ads
3306,2020-01-17,38,AB,Enterprise,Sales Team
3307,2020-06-02,32,AB,Enterprise,Paid Ads
3308,2021-02-05,69,MB,Small Business,Organic
3309,2020-12-10,44,MB,Small Business,Paid Ads
3310,2022-03-04,67,MB,Enterprise,Organic
3311,2022-03-16,48,ON,Individual,Referral
3312,2022-05-16,32,SK,Individual,Sales Team
3313,2022-06-20,68,NB,Enterprise,Sales Team
3314,2022-12-04,40,BC,Individual,Sales Team
3315,2022-06-12,41,MB,Individual,Organic
3316,2020-12-09,61,SK,Individual,Referral
3317,2021-11-23,30,NS,Small Business,Paid Ads
3318,2021-08-04,39,NB,Small Business,Sales Team
3319,2021-08-30,60,NS,Enterprise,Paid Ads
3320,2021-12-20,54,AB,Enterprise,Referral
3321,2022-11-21,50,NS,Small Business,Sales Team
3322,2022-07-03,73,NB,Enterprise,Referral
3323,2022-12-08,20,NS,Individual,Sales Team
3324,2022-02-16,71,QC,Enterprise,Organic
3325,2020-08-22,36,QC,Small Business,Organic
3326,2021-06-19,40,QC,Individual,Paid Ads
3327,2020-02-08,46,NB,Individual,Organic
3328,2022-01-19,47,ON,Small Business,Paid Ads
3329,2020-06-11,56,AB,Small Business,Sales Team
3330,2021-04-03,61,AB,Enterprise,Sales Team
3331,2021-10-08,64,QC,Individual,Referral
3332,2020-05-13,42,ON,Enterprise,Referral
3333,2020-06-29,54,BC,Enterprise,Referral
3334,2020-08-08,64,NS,Enterprise,Organic
3335,2021-06-25,25,NS,Small Business,Organic
3336,2021-04-29,59,BC,Enterprise,Organic
3337,2021-06-16,33,NB,Enterprise,Referral
3338,2021-12-08,25,ON,Individual,Paid Ads
3339,2020-11-17,18,AB,Individual,Referral
3340,2022-03-20,61,BC,Individual,Sales Team
3341,2022-01-20,22,AB,Individual,Sales Team
3342,2021-06-25,20,AB,Enterprise,Paid Ads
3343,2022-01-09,18,NB,Small Business,Paid Ads
3344,2020-05-31,21,NB,Enterprise,Organic
3345,2021-11-11,57,MB,Individual,Referral
3346,2022-12-18,52,ON,Enterprise,Organic
3347,2021-12-03,49,AB,Enterprise,Referral
3348,2021-05-10,59,ON,Small Business,Sales Team
3349,2020-04-14,51,NB,Enterprise,Paid Ads
3350,2021-04-11,60,MB,Enterprise,Referral
3351,2020-03-10,42,NS,Individual,Paid Ads
3352,2020-06-27,27,BC,Enterprise,Sales Team
3353,2020-02-05,38,AB,Enterprise,Referral
3354,2021-06-16,63,NS,Enterprise,Organic
3355,2022-10-03,56,QC,Small Business,Referral
3356,2020-06-18,44,BC,Enterprise,Sales Team
3357,2022-11-17,44,NB,Small Business,Sales Team
3358,2020-09-12,19,NS,Individual,Organic
3359,2021-01-13,58,SK,Enterprise,Sales Team
3360,2022-03-12,65,QC,Small Business,Organic
3361,2020-09-28,30,BC,Individual,Paid Ads
3362,2022-05-07,26,SK,Individual,Referral
3363,2020-09-05,69,MB,Individual,Organic
3364,2021-05-29,53,BC,Individual,Organic
3365,2022-05-19,39,MB,Individual,Referral
3366,2021-10-24,59,ON,Individual,Paid Ads
3367,2021-12-18,43,BC,Enterprise,Organic
3368,2020-12-26,71,NB,Individual,Organic
3369,2021-09-21,29,SK,Individual,Paid Ads
3370,2022-09-05,34,ON,Small Business,Paid Ads
3371,2020-10-13,31,NS,Enterprise,Referral
3372,2020-10-16,31,SK,Small Business,Paid Ads
3373,2022-09-21,74,AB,Enterprise,Organic
3374,2022-10-18,51,SK,Small Business,Organic
3375,2021-11-02,70,AB,Individual,Sales Team
3376,2021-09-06,74,NB,Enterprise,Organic
3377,2020-02-15,37,MB,Individual,Referral
3378,2022-08-11,28,NB,Individual,Organic
3379,2020-11-02,33,QC,Individual,Referral
3380,2021-11-29,68,AB,Enterprise,Paid Ads
3381,2022-07-08,48,NB,Individual,Paid Ads
3382,2021-10-29,72,MB,Small Business,Sales Team
3383,2021-08-27,23,ON,Enterprise,Sales Team
3384,2020-01-07,73,QC,Individual,Organic
3385,2022-12-30,36,AB,Enterprise,Sales Team
3386,2020-11-29,54,BC,Individual,Referral
3387,2020-11-15,21,MB,Enterprise,Organic
3388,2021-03-08,64,NB,Individual,Sales Team
3389,2022-12-29,21,SK,Individual,Paid Ads
3390,2020-04-07,37,AB,Individual,Paid Ads
3391,2022-06-15,27,SK,Small Business,Organic
3392,2020-06-07,41,BC,Individual,Sales Team
3393,2022-04-14,71,MB,Small Business,Paid Ads
3394,2020-10-17,52,NB,Enterprise,Referral
3395,2021-07-22,43,BC,Enterprise,Sales Team
3396,2021-05-21,54,ON,Small Business,Paid Ads
3397,2020-11-02,55,NS,Small Business,Referral
3398,2021-12-11,38,NB,Small Business,Paid Ads
3399,2020-06-26,71,SK,Individual,Sales Team
3400,2021-02-11,57,NB,Small Business,Organic
3401,2022-11-07,56,ON,Enterprise,Referral
3402,2022-01-30,38,ON,Individual,Organic
3403,2022-03-30,27,MB,Small Business,Referral
3404,2022-09-19,55,NS,Individual,Referral
3405,2021-05-01,63,NS,Small Business,Organic
3406,2022-07-16,21,SK,Small Business,Sales Team
3407,2021-08-26,74,NB,Individual,Organic
3408,2022-08-07,62,AB,Enterprise,Organic
3409,2021-09-01,37,NS,Small Business,Referral
3410,2022-06-30,34,NS,Small Business,Organic
3411,2020-06-26,72,SK,Small Business,Sales Team
3412,2021-06-24,24,QC,Enterprise,Sales Team
3413,2021-06-30,21,BC,Small Business,Sales Team
3414,2021-12-12,46,ON,Enterprise,Referral
3415,2022-08-17,31,NB,Individual,Referral
3416,2020-09-25,20,SK,Enterprise,Organic
3417,2022-11-12,41,NS,Individual,Paid Ads
3418,2021-04-07,54,NS,Small Business,Referral
3419,2022-08-12,33,ON,Individual,Organic
3420,2022-07-05,72,NS,Small Business,Paid Ads
3421,2020-05-11,69,AB,Individual,Referral
3422,2022-11-10,21,BC,Small Business,Sales Team
3423,2020-07-27,73,BC,Small Business,Sales Team
3424,2021-05-01,41,NS,Enterprise,Referral
3425,2020-07-02,51,MB,Individual,Organic
3426,2021-01-05,47,BC,Small Business,Paid Ads
3427,2021-04-19,35,MB,Individual,Referral
3428,2020-06-30,36,SK,Small Business,Sales Team
3429,2020-10-11,48,NB,Enterprise,Referral
3430,2021-08-02,36,NS,Small Business,Sales Team
3431,2022-12-13,66,ON,Enterprise,Referral
3432,2020-08-07,63,BC,Enterprise,Referral
3433,2022-03-04,36,SK,Enterprise,Paid Ads
3434,2021-08-26,39,ON,Individual,Sales Team
3435,2021-10-11,41,AB,Small Business,Paid Ads
3436,2022-07-15,62,BC,Enterprise,Sales Team
3437,2020-08-02,29,MB,Enterprise,Organic
3438,2022-06-11,47,NB,Individual,Sales Team
3439,2021-08-19,55,BC,Individual,Referral
3440,2021-10-19,70,QC,Small Business,Referral
3441,2020-10-15,48,NS,Individual,Paid Ads
3442,2022-01-26,53,QC,Individual,Organic
3443,2022-09-14,36,SK,Small Business,Organic
3444,2022-04-14,65,MB,Small Business,Organic
3445,2022-12-13,62,NB,Enterprise,Sales Team
3446,2022-09-29,53,NS,Small Business,Paid Ads
3447,2020-09-26,47,SK,Enterprise,Sales Team
3448,2022-05-12,72,SK,Individual,Referral
3449,2020-09-16,66,NB,Small Business,Paid Ads
3450,2022-01-30,72,AB,Enterprise,Referral
3451,2021-03-24,50,NS,Small Business,Paid Ads
3452,2020-08-05,35,NS,Enterprise,Paid Ads
3453,2020-10-17,69,BC,Individual,Organic
3454,2021-05-03,66,BC,Enterprise,Organic
3455,2021-12-01,45,NS,Individual,Sales Team
3456,2022-08-20,64,BC,Enterprise,Sales Team
3457,2020-03-24,28,ON,Enterprise,Paid Ads
3458,2021-07-11,74,NS,Individual,Referral
3459,2020-01-15,71,NB,Enterprise,Sales Team
3460,2022-01-22,62,BC,Individual,Sales Team
3461,2020-07-31,50,BC,Small Business,Sales Team
3462,2020-10-30,34,NS,Enterprise,Sales Team
3463,2021-08-19,23,ON,Small Business,Referral
3464,2022-05-22,21,MB,Small Business,Paid Ads
3465,2022-02-24,37,MB,Small Business,Referral
3466,2022-10-11,65,ON,Small Business,Organic
3467,2022-02-07,64,ON,Individual,Referral
3468,2021-09-27,44,SK,Enterprise,Paid Ads
3469,2022-11-29,32,SK,Individual,Sales Team
3470,2022-02-02,23,QC,Enterprise,Sales Team
3471,2021-10-07,64,QC,Enterprise,Sales Team
3472,2021-11-20,31,ON,Enterprise,Sales Team
3473,2022-01-29,28,AB,Enterprise,Sales Team
3474,2020-09-16,56,AB,Small Business,Paid Ads
3475,2020-05-08,26,AB,Small Business,Referral
3476,2022-05-28,43,BC,Enterprise,Referral
3477,2020-02-17,33,BC,Enterprise,Sales Team
3478,2020-12-08,22,MB,Enterprise,Referral
3479,2021-03-29,74,SK,Individual,Organic
3480,2020-02-20,69,BC,Individual,Sales Team
3481,2021-03-02,27,ON,Enterprise,Referral
3482,2020-12-15,67,ON,Enterprise,Organic
3483,2022-04-15,20,NS,Individual,Referral
3484,2021-03-24,30,NB,Enterprise,Paid Ads
3485,2020-09-18,60,AB,Individual,Referral
3486,2021-12-11,66,MB,Individual,Referral
3487,2022-05-28,47,NS,Small Business,Organic
3488,2022-02-08,71,MB,Individual,Referral
3489,2022-05-03,62,ON,Enterprise,Organic
3490,2022-03-04,23,BC,Small Business,Organic
3491,2020-06-24,34,BC,Individual,Paid Ads
3492,2022-06-08,62,MB,Individual,Organic
3493,2020-06-26,68,BC,Small Business,Paid Ads
3494,2021-02-20,70,QC,Small Business,Organic
3495,2022-04-23,36,NB,Individual,Sales Team
3496,2021-07-23,59,BC,Small Business,Organic
3497,2022-04-22,52,QC,Enterprise,Sales Team
3498,2020-03-05,63,NS,Small Business,Sales Team
3499,2021-11-16,43,AB,Individual,Paid Ads
3500,2022-04-28,68,ON,Individual,Organic
3501,2020-12-05,22,BC,Small Business,Paid Ads
3502,2021-10-22,46,NB,Enterprise,Organic
3503,2020-06-08,54,AB,Enterprise,Paid Ads
3504,2022-10-12,37,BC,Individual,Organic
3505,2021-01-19,66,ON,Enterprise,Referral
3506,2021-04-07,38,QC,Small Business,Organic
3507,2020-02-20,27,QC,Individual,Paid Ads
3508,2021-11-29,22,AB,Individual,Organic
3509,2021-02-12,53,AB,Small Business,Paid Ads
3510,2021-06-25,23,NB,Individual,Organic
3511,2020-05-15,43,SK,Enterprise,Paid Ads
3512,2021-11-13,21,NB,Enterprise,Sales Team
3513,2020-07-01,56,NS,Enterprise,Sales Team
3514,2021-01-03,56,QC,Small Business,Referral
3515,2020-11-22,67,QC,Enterprise,Paid Ads
3516,2022-07-02,52,NS,Individual,Paid Ads
3517,2022-12-06,18,AB,Individual,Sales Team
3518,2021-06-28,41,NS,Small Business,Sales Team
3519,2022-08-06,74,MB,Small Business,Organic
3520,2022-09-09,53,NS,Small Business,Referral
3521,2021-10-27,23,SK,Small Business,Organic
3522,2020-09-14,58,NB,Individual,Organic
3523,2022-08-15,71,MB,Enterprise,Sales Team
3524,2020-08-04,63,MB,Enterprise,Paid Ads
3525,2020-11-16,61,NS,Individual,Organic
3526,2020-11-17,74,AB,Small Business,Sales Team
3527,2020-04-02,48,AB,Small Business,Referral
3528,2022-06-04,37,BC,Individual,Paid Ads
3529,2021-06-28,41,SK,Individual,Paid Ads
3530,2022-04-06,42,BC,Individual,Paid Ads
3531,2021-03-12,53,ON,Enterprise,Paid Ads
3532,2022-07-16,38,QC,Small Business,Paid Ads
3533,2022-04-16,47,QC,Enterprise,Organic
3534,2020-09-18,41,NS,Small Business,Referral
3535,2021-05-17,61,QC,Individual,Paid Ads
3536,2022-12-29,59,BC,Enterprise,Sales Team
3537,2021-03-30,47,NS,Small Business,Paid Ads
3538,2021-03-25,39,QC,Individual,Organic
3539,2022-06-08,45,NB,Small Business,Organic
3540,2021-02-19,24,MB,Small Business,Organic
3541,2022-03-10,52,BC,Small Business,Referral
3542,2022-11-21,72,SK,Enterprise,Sales Team
3543,2020-05-27,45,QC,Enterprise,Organic
3544,2020-07-29,31,MB,Individual,Organic
3545,2021-10-01,73,NB,Small Business,Referral
3546,2020-04-02,27,NS,Individual,Organic
3547,2021-03-06,33,SK,Enterprise,Organic
3548,2022-10-15,33,BC,Small Business,Organic
3549,2020-07-16,71,NS,Enterprise,Paid Ads
3550,2022-12-25,48,MB,Small Business,Paid Ads
3551,2020-07-25,59,NS,Individual,Paid Ads
3552,2021-01-22,42,NB,Enterprise,Organic
3553,2020-08-15,30,NS,Small Business,Sales Team
3554,2021-05-15,23,NB,Enterprise,Organic
3555,2021-01-19,61,SK,Enterprise,Organic
